year,iso3c,population
2007,PRY,5533000.0
2008,PRY,5586000.0
2009,PRY,5641000.0
2010,PRY,5701000.0
2011,PRY,5775000.0
2012,PRY,5855000.0
2013,PRY,5939000.0
2014,PRY,6026000.0
2015,PRY,6114000.0
2016,PRY,6204000.0
2017,PRY,6294000.0
2018,PRY,6383000.0
2019,PRY,6472000.0
2020,PRY,6559000.0
2021,PRY,6649000.0
2022,PRY,6719000.0
2023,PRY,6802000.0
2024,PRY,6887000.0
2025,PRY,6972000.0
1995,QAT,501000.0
1996,QAT,512000.0
1997,QAT,529000.0
1998,QAT,550000.0
1999,QAT,572000.0
2000,QAT,594000.0
2001,QAT,612000.0
2002,QAT,630000.0
2003,QAT,660000.0
2004,QAT,720000.0
2005,QAT,821000.0
2006,QAT,968000.0
2007,QAT,1152000.0
2008,QAT,1554000.0
2009,QAT,1639000.0
2010,QAT,1715000.0
2011,QAT,1733000.0
2012,QAT,1833000.0
2013,QAT,2004000.0
2014,QAT,2216000.0
2015,QAT,2438000.0
2016,QAT,2618000.0
2017,QAT,2725000.0
2018,QAT,2760000.0
2019,QAT,2799000.0
2020,QAT,2834000.0
2021,QAT,2748000.0
2022,QAT,2932000.0
2023,QAT,3063000.0
2024,QAT,3094000.0
2025,QAT,3109000.0
1995,ROU,22927000.0
1996,ROU,22800000.0
1997,ROU,22679000.0
1998,ROU,22565000.0
1999,ROU,22458000.0
2000,ROU,22455000.0
2001,ROU,22430000.0
2002,ROU,21833000.0
2003,ROU,21628000.0
2004,ROU,21521000.0
2005,ROU,21382000.0
2006,ROU,21257000.0
2007,ROU,21131000.0
2008,ROU,20635000.0
2009,ROU,20440000.0
2010,ROU,20295000.0
2011,ROU,20199000.0
2012,ROU,20096000.0
2013,ROU,20020000.0
2014,ROU,19947000.0
2015,ROU,19871000.0
2016,ROU,19761000.0
2017,ROU,19644000.0
2018,ROU,19533000.0
2019,ROU,19414000.0
2020,ROU,19329000.0
2021,ROU,19202000.0
2022,ROU,19042000.0
2023,ROU,19055000.0
2024,ROU,18944000.0
2025,ROU,18832000.0
1995,RUS,148376000.0
1996,RUS,148160000.0
1997,RUS,147915000.0
1998,RUS,147671000.0
1999,RUS,147215000.0
2000,RUS,146597000.0
2001,RUS,145976000.0
2002,RUS,145306000.0
2003,RUS,144649000.0
2004,RUS,144067000.0
2005,RUS,143519000.0
2006,RUS,143050000.0
2007,RUS,142805000.0
2008,RUS,142742000.0
2009,RUS,142785000.0
2010,RUS,142849000.0
2011,RUS,143018000.0
2012,RUS,143378000.0
2013,RUS,143806000.0
2014,RUS,146508000.0
2015,RUS,146963000.0
2016,RUS,147381000.0
2017,RUS,147689000.0
2018,RUS,147819000.0
2019,RUS,147900000.0
2020,RUS,147708000.0
2021,RUS,147218000.0
2022,RUS,146714000.0
2023,RUS,146299000.0
2024,RUS,146080000.0
2025,RUS,145632000.0
1995,RWA,5992000.0
1996,RWA,5925000.0
1997,RWA,6203000.0
1998,RWA,6769000.0
1999,RWA,7500000.0
2000,RWA,7700000.0
2001,RWA,7900000.0
2002,RWA,8100000.0
2003,RWA,8300000.0
2004,RWA,8600000.0
2005,RWA,8800000.0
2006,RWA,9000000.0
2007,RWA,9200000.0
2008,RWA,9500000.0
2009,RWA,9700000.0
2010,RWA,10000000.0
2011,RWA,10200000.0
2012,RWA,10483000.0
2013,RWA,10737000.0
2014,RWA,10997000.0
2015,RWA,11263000.0
2016,RWA,11533000.0
2017,RWA,11809000.0
2018,RWA,12090000.0
2019,RWA,12374000.0
2020,RWA,12663000.0
2021,RWA,12956000.0
2022,RWA,13246000.0
2023,RWA,13499000.0
2024,RWA,13857000.0
2025,RWA,14162000.0
1995,SAU,15981000.0
1996,SAU,16391000.0
1997,SAU,16811000.0
1998,SAU,17242000.0
1999,SAU,17684000.0
2000,SAU,18138000.0
2001,SAU,18603000.0
2002,SAU,19080000.0
2003,SAU,19569000.0
2004,SAU,20071000.0
2005,SAU,20586000.0
2006,SAU,21113000.0
2007,SAU,21655000.0
2008,SAU,22210000.0
2009,SAU,22780000.0
2010,SAU,23978000.0
2011,SAU,25092000.0
2012,SAU,26169000.0
2013,SAU,27624000.0
2014,SAU,28309000.0
2015,SAU,29816000.0
2016,SAU,30954000.0
2017,SAU,30977000.0
2018,SAU,30196000.0
2019,SAU,30064000.0
2020,SAU,31553000.0
2021,SAU,30784000.0
2022,SAU,32175000.0
2023,SAU,33703000.0
2024,SAU,35300000.0
2025,SAU,36006000.0
1995,SDN,27950000.0
1996,SDN,28600000.0
1997,SDN,29200000.0
1998,SDN,29800000.0
1999,SDN,30400000.0
2000,SDN,31100000.0
2001,SDN,31900000.0
2002,SDN,32700000.0
2003,SDN,33600000.0
2004,SDN,34474000.0
2005,SDN,35300000.0
2006,SDN,36218000.0
2007,SDN,37159000.0
2008,SDN,38126000.0
2009,SDN,39117000.0
2010,SDN,40134000.0
2011,SDN,32661000.0
2012,SDN,35056000.0
2013,SDN,36164000.0
2014,SDN,37289000.0
2015,SDN,38435000.0
2016,SDN,39599000.0
2017,SDN,40783000.0
2018,SDN,41985000.0
2019,SDN,43222000.0
2020,SDN,44345000.0
2021,SDN,45498000.0
2022,SDN,46681000.0
2023,SDN,47895000.0
2024,SDN,49140000.0
2025,SDN,50418000.0
1995,SEN,8690000.0
1996,SEN,8913000.0
1997,SEN,9131000.0
1998,SEN,9348000.0
1999,SEN,9569000.0
2000,SEN,9798000.0
2001,SEN,10036000.0
2002,SEN,10284000.0
2003,SEN,10541000.0
2004,SEN,10810000.0
2005,SEN,11090000.0
2006,SEN,11382000.0
2007,SEN,11687000.0
2008,SEN,12005000.0
2009,SEN,12335000.0
2010,SEN,12678000.0
2011,SEN,13034000.0
2012,SEN,13402000.0
2013,SEN,13782000.0
2014,SEN,14175000.0
2015,SEN,14578000.0
2016,SEN,14994000.0
2017,SEN,15419000.0
2018,SEN,15854000.0
2019,SEN,16296000.0
2020,SEN,16744000.0
2021,SEN,17204000.0
2022,SEN,17676000.0
2023,SEN,18162000.0
2024,SEN,18661000.0
2025,SEN,19173000.0
1995,SGP,3525000.0
1996,SGP,3671000.0
1997,SGP,3796000.0
1998,SGP,3927000.0
1999,SGP,3959000.0
2000,SGP,4028000.0
2001,SGP,4138000.0
2002,SGP,4176000.0
2003,SGP,4115000.0
2004,SGP,4167000.0
2005,SGP,4266000.0
2006,SGP,4401000.0
2007,SGP,4589000.0
2008,SGP,4839000.0
2009,SGP,4988000.0
2010,SGP,5077000.0
2011,SGP,5184000.0
2012,SGP,5312000.0
2013,SGP,5399000.0
2014,SGP,5470000.0
2015,SGP,5535000.0
2016,SGP,5607000.0
2017,SGP,5612000.0
2018,SGP,5639000.0
2019,SGP,5704000.0
2020,SGP,5686000.0
2021,SGP,5454000.0
2022,SGP,5637000.0
2023,SGP,5918000.0
2024,SGP,6037000.0
2025,SGP,6077000.0
1995,SLB,367000.0
1996,SLB,377000.0
1997,SLB,388000.0
1998,SLB,398000.0
1999,SLB,409000.0
2000,SLB,423000.0
2001,SLB,438000.0
2002,SLB,452000.0
2003,SLB,466000.0
2004,SLB,480000.0
2005,SLB,495000.0
2006,SLB,509000.0
2007,SLB,523000.0
2008,SLB,537000.0
2009,SLB,552000.0
2010,SLB,567000.0
2011,SLB,583000.0
2012,SLB,599000.0
2013,SLB,615000.0
2014,SLB,631000.0
2015,SLB,647000.0
2016,SLB,663000.0
2017,SLB,679000.0
2018,SLB,695000.0
2019,SLB,711000.0
2020,SLB,725000.0
2021,SLB,740000.0
2022,SLB,754000.0
2023,SLB,769000.0
2024,SLB,783000.0
2025,SLB,798000.0
1995,SLE,4304000.0
1996,SLE,4313000.0
1997,SLE,4335000.0
1998,SLE,4381000.0
1999,SLE,4462000.0
2000,SLE,4585000.0
2001,SLE,4754000.0
2002,SLE,4966000.0
2003,SLE,5201000.0
2004,SLE,5434000.0
2005,SLE,5646000.0
2006,SLE,5829000.0
2007,SLE,5990000.0
2008,SLE,6134000.0
2009,SLE,6273000.0
2010,SLE,6416000.0
2011,SLE,6563000.0
2012,SLE,6713000.0
2013,SLE,6864000.0
2014,SLE,7017000.0
2015,SLE,7172000.0
2016,SLE,7329000.0
2017,SLE,7488000.0
2018,SLE,7650000.0
2019,SLE,7813000.0
2020,SLE,7977000.0
2021,SLE,8141000.0
2022,SLE,8606000.0
2023,SLE,8791000.0
2024,SLE,8972000.0
2025,SLE,9157000.0
1995,SLV,5748000.0
1996,SLV,5797000.0
1997,SLV,5843000.0
1998,SLV,5885000.0
1999,SLV,5924000.0
2000,SLV,5959000.0
2001,SLV,5988000.0
2002,SLV,6011000.0
2003,SLV,6027000.0
2004,SLV,6036000.0
2005,SLV,6038000.0
2006,SLV,6034000.0
2007,SLV,6044000.0
2008,SLV,6068000.0
2009,SLV,6091000.0
2010,SLV,6114000.0
2011,SLV,6137000.0
2012,SLV,6161000.0
2013,SLV,6186000.0
2014,SLV,6210000.0
2015,SLV,6231000.0
2016,SLV,6251000.0
2017,SLV,6267000.0
2018,SLV,6276000.0
2019,SLV,6280000.0
2020,SLV,6293000.0
2021,SLV,6314000.0
2022,SLV,6336000.0
2023,SLV,6365000.0
2024,SLV,6394000.0
2025,SLV,6422000.0
2004,SMR,29000.0
2005,SMR,29000.0
2006,SMR,30000.0
2007,SMR,30000.0
2008,SMR,30000.0
2009,SMR,31000.0
2010,SMR,31000.0
2011,SMR,32000.0
2012,SMR,32000.0
2013,SMR,32000.0
2014,SMR,33000.0
2015,SMR,33000.0
2016,SMR,33000.0
2017,SMR,33000.0
2018,SMR,33000.0
2019,SMR,34000.0
2020,SMR,34000.0
2021,SMR,34000.0
2022,SMR,34000.0
2023,SMR,34000.0
2024,SMR,34000.0
2025,SMR,34000.0
2012,SOM,11846000.0
2013,SOM,12178000.0
2014,SOM,12519000.0
2015,SOM,12870000.0
2016,SOM,13230000.0
2017,SOM,13600000.0
2018,SOM,13981000.0
2019,SOM,14373000.0
2020,SOM,14775000.0
2021,SOM,15189000.0
2022,SOM,15614000.0
2023,SOM,16051000.0
2024,SOM,16501000.0
2025,SOM,16963000.0
1999,SRB,7540000.0
2000,SRB,7516000.0
2001,SRB,7503000.0
2002,SRB,7500000.0
2003,SRB,7481000.0
2004,SRB,7463000.0
2005,SRB,7441000.0
2006,SRB,7412000.0
2007,SRB,7382000.0
2008,SRB,7350000.0
2009,SRB,7321000.0
2010,SRB,7291000.0
2011,SRB,7237000.0
2012,SRB,7201000.0
2013,SRB,7167000.0
2014,SRB,7132000.0
2015,SRB,7095000.0
2016,SRB,7058000.0
2017,SRB,7021000.0
2018,SRB,6983000.0
2019,SRB,6945000.0
2020,SRB,6899000.0
2021,SRB,6834000.0
2022,SRB,6664000.0
2023,SRB,6623000.0
2024,SRB,6576000.0
2025,SRB,6530000.0
2011,SSD,10449000.0
2012,SSD,10818000.0
2013,SSD,11177000.0
2014,SSD,11531000.0
2015,SSD,11882000.0
2016,SSD,12231000.0
2017,SSD,12585000.0
2018,SSD,12976000.0
2019,SSD,13378000.0
2020,SSD,13779000.0
2021,SSD,14179000.0
2022,SSD,14590000.0
2023,SSD,15013000.0
2024,SSD,15448000.0
2025,SSD,15896000.0
1995,STP,127000.0
1996,STP,130000.0
1997,STP,132000.0
1998,STP,135000.0
1999,STP,137000.0
2000,STP,139000.0
2001,STP,142000.0
2002,STP,144000.0
2003,STP,147000.0
2004,STP,151000.0
2005,STP,155000.0
2006,STP,159000.0
2007,STP,163000.0
2008,STP,167000.0
2009,STP,171000.0
2010,STP,175000.0
2011,STP,179000.0
2012,STP,183000.0
2013,STP,187000.0
2014,STP,191000.0
2015,STP,196000.0
2016,STP,200000.0
2017,STP,204000.0
2018,STP,209000.0
2019,STP,213000.0
2020,STP,218000.0
2021,STP,223000.0
2022,STP,227000.0
2023,STP,232000.0
2024,STP,237000.0
2025,STP,242000.0
1995,SUR,437000.0
1996,SUR,443000.0
1997,SUR,449000.0
1998,SUR,455000.0
1999,SUR,461000.0
2000,SUR,467000.0
2001,SUR,473000.0
2002,SUR,479000.0
2003,SUR,487000.0
2004,SUR,496000.0
2005,SUR,501000.0
2006,SUR,507000.0
2007,SUR,514000.0
2008,SUR,521000.0
2009,SUR,528000.0
2010,SUR,536000.0
2011,SUR,541000.0
2012,SUR,546000.0
2013,SUR,554000.0
2014,SUR,563000.0
2015,SUR,567000.0
2016,SUR,576000.0
2017,SUR,583000.0
2018,SUR,590000.0
2019,SUR,598000.0
2020,SUR,609000.0
2021,SUR,618000.0
2022,SUR,628000.0
2023,SUR,637000.0
2024,SUR,647000.0
2025,SUR,657000.0
1995,SVK,5397000.0
1996,SVK,5408000.0
1997,SVK,5379000.0
1998,SVK,5388000.0
1999,SVK,5393000.0
2000,SVK,5399000.0
2001,SVK,5379000.0
2002,SVK,5379000.0
2003,SVK,5375000.0
2004,SVK,5372000.0
2005,SVK,5373000.0
2006,SVK,5373000.0
2007,SVK,5373000.0
2008,SVK,5376000.0
2009,SVK,5382000.0
2010,SVK,5390000.0
2011,SVK,5392000.0
2012,SVK,5404000.0
2013,SVK,5411000.0
2014,SVK,5416000.0
2015,SVK,5421000.0
2016,SVK,5426000.0
2017,SVK,5435000.0
2018,SVK,5443000.0
2019,SVK,5450000.0
2020,SVK,5458000.0
2021,SVK,5460000.0
2022,SVK,5435000.0
2023,SVK,5429000.0
2024,SVK,5425000.0
2025,SVK,5419000.0
1995,SVN,1989000.0
1996,SVN,1990000.0
1997,SVN,1987000.0
1998,SVN,1985000.0
1999,SVN,1978000.0
2000,SVN,1988000.0
2001,SVN,1990000.0
2002,SVN,1994000.0
2003,SVN,1995000.0
2004,SVN,1996000.0
2005,SVN,1998000.0
2006,SVN,2003000.0
2007,SVN,2010000.0
2008,SVN,2010000.0
2009,SVN,2032000.0
2010,SVN,2047000.0
2011,SVN,2050000.0
2012,SVN,2055000.0
2013,SVN,2059000.0
2014,SVN,2061000.0
2015,SVN,2063000.0
2016,SVN,2064000.0
2017,SVN,2066000.0
2018,SVN,2067000.0
2019,SVN,2081000.0
2020,SVN,2096000.0
2021,SVN,2109000.0
2022,SVN,2107000.0
2023,SVN,2117000.0
2024,SVN,2124000.0
2025,SVN,2129000.0
1995,SWE,8837000.0
1996,SWE,8844000.0
1997,SWE,8848000.0
1998,SWE,8854000.0
1999,SWE,8861000.0
2000,SWE,8883000.0
2001,SWE,8909000.0
2002,SWE,8941000.0
2003,SWE,8976000.0
2004,SWE,9011000.0
2005,SWE,9048000.0
2006,SWE,9113000.0
2007,SWE,9183000.0
2008,SWE,9256000.0
2009,SWE,9341000.0
2010,SWE,9416000.0
2011,SWE,9483000.0
2012,SWE,9556000.0
2013,SWE,9645000.0
2014,SWE,9747000.0
2015,SWE,9851000.0
2016,SWE,9995000.0
2017,SWE,10120000.0
2018,SWE,10230000.0
2019,SWE,10328000.0
2020,SWE,10379000.0
2021,SWE,10452000.0
2022,SWE,10522000.0
2023,SWE,10552000.0
2024,SWE,10588000.0
2025,SWE,10676000.0
1995,SWZ,894000.0
1996,SWZ,912000.0
1997,SWZ,930000.0
1998,SWZ,939000.0
1999,SWZ,947000.0
2000,SWZ,956000.0
2001,SWZ,965000.0
2002,SWZ,974000.0
2003,SWZ,983000.0
2004,SWZ,992000.0
2005,SWZ,1001000.0
2006,SWZ,1010000.0
2007,SWZ,1018000.0
2008,SWZ,1026000.0
2009,SWZ,1033000.0
2010,SWZ,1041000.0
2011,SWZ,1048000.0
2012,SWZ,1056000.0
2013,SWZ,1063000.0
2014,SWZ,1071000.0
2015,SWZ,1078000.0
2016,SWZ,1086000.0
2017,SWZ,1093000.0
2018,SWZ,1104000.0
2019,SWZ,1115000.0
2020,SWZ,1127000.0
2021,SWZ,1139000.0
2022,SWZ,1151000.0
2023,SWZ,1163000.0
2024,SWZ,1176000.0
2025,SWZ,1189000.0
1995,SYC,75000.0
1996,SYC,76000.0
1997,SYC,77000.0
1998,SYC,79000.0
1999,SYC,80000.0
2000,SYC,81000.0
2001,SYC,81000.0
2002,SYC,83000.0
2003,SYC,83000.0
2004,SYC,82000.0
2005,SYC,83000.0
2006,SYC,85000.0
2007,SYC,85000.0
2008,SYC,87000.0
2009,SYC,87000.0
2010,SYC,90000.0
2011,SYC,87000.0
2012,SYC,88000.0
2013,SYC,90000.0
2014,SYC,91000.0
2015,SYC,93000.0
2016,SYC,94000.0
2017,SYC,94000.0
2018,SYC,95000.0
2019,SYC,96000.0
2020,SYC,97000.0
2021,SYC,98000.0
2022,SYC,99000.0
2023,SYC,100000.0
2024,SYC,101000.0
2025,SYC,102000.0
1995,SYR,14610000.0
1996,SYR,14973000.0
1997,SYR,15334000.0
1998,SYR,15702000.0
1999,SYR,16091000.0
2000,SYR,16511000.0
2001,SYR,16961000.0
2002,SYR,17438000.0
2003,SYR,17952000.0
2004,SYR,18512000.0
2005,SYR,19121000.0
2006,SYR,19596000.0
2007,SYR,20083000.0
2008,SYR,20581000.0
2009,SYR,21092000.0
2010,SYR,21393000.0
1995,TCD,7010000.0
1996,TCD,7251000.0
1997,TCD,7503000.0
1998,TCD,7770000.0
1999,TCD,8054000.0
2000,TCD,8356000.0
2001,TCD,8678000.0
2002,TCD,9019000.0
2003,TCD,9374000.0
2004,TCD,9735000.0
2005,TCD,10097000.0
2006,TCD,10457000.0
2007,TCD,10818000.0
2008,TCD,11184000.0
2009,TCD,11560000.0
2010,TCD,11952000.0
2011,TCD,12361000.0
2012,TCD,12785000.0
2013,TCD,13220000.0
2014,TCD,13664000.0
2015,TCD,14111000.0
2016,TCD,14562000.0
2017,TCD,15017000.0
2018,TCD,15478000.0
2019,TCD,15947000.0
2020,TCD,16426000.0
2021,TCD,16915000.0
2022,TCD,17414000.0
2023,TCD,17921000.0
2024,TCD,18437000.0
2025,TCD,18961000.0
1995,TGO,4280000.0
1996,TGO,4446000.0
1997,TGO,4593000.0
1998,TGO,4728000.0
1999,TGO,4868000.0
2000,TGO,5008000.0
2001,TGO,5145000.0
2002,TGO,5282000.0
2003,TGO,5421000.0
2004,TGO,5565000.0
2005,TGO,5712000.0
2006,TGO,5874000.0
2007,TGO,6048000.0
2008,TGO,6222000.0
2009,TGO,6399000.0
2010,TGO,6572000.0
2011,TGO,6749000.0
2012,TGO,6927000.0
2013,TGO,7106000.0
2014,TGO,7288000.0
2015,TGO,7473000.0
2016,TGO,7661000.0
2017,TGO,7853000.0
2018,TGO,8047000.0
2019,TGO,8243000.0
2020,TGO,8443000.0
2021,TGO,8647000.0
2022,TGO,8856000.0
2023,TGO,9070000.0
2024,TGO,9290000.0
2025,TGO,9515000.0
1995,THA,59467000.0
1996,THA,60130000.0
1997,THA,60847000.0
1998,THA,61585000.0
1999,THA,62299000.0
2000,THA,62953000.0
2001,THA,63539000.0
2002,THA,64069000.0
2003,THA,64550000.0
2004,THA,64995000.0
2005,THA,65416000.0
2006,THA,65813000.0
2007,THA,66182000.0
2008,THA,66531000.0
2009,THA,66867000.0
2010,THA,67195000.0
2011,THA,67518000.0
2012,THA,67836000.0
2013,THA,68145000.0
2014,THA,68439000.0
2015,THA,68715000.0
2016,THA,68971000.0
2017,THA,69210000.0
2018,THA,69428000.0
2019,THA,69626000.0
2020,THA,69800000.0
2021,THA,69951000.0
2022,THA,70078000.0
2023,THA,70183000.0
2024,THA,70266000.0
2025,THA,70329000.0
1995,TJK,5668000.0
1996,TJK,5735000.0
1997,TJK,5822000.0
1998,TJK,5939000.0
1999,TJK,6115000.0
2000,TJK,6216000.0
2001,TJK,6327000.0
2002,TJK,6448000.0
2003,TJK,6577000.0
2004,TJK,6713000.0
2005,TJK,6854000.0
2006,TJK,7001000.0
2007,TJK,7152000.0
2008,TJK,7310000.0
2009,TJK,7473000.0
2010,TJK,7642000.0
2011,TJK,7816000.0
2012,TJK,7995000.0
2013,TJK,8178000.0
2014,TJK,8363000.0
2015,TJK,8549000.0
2016,TJK,8735000.0
2017,TJK,8921000.0
2018,TJK,9107000.0
2019,TJK,9292000.0
2020,TJK,9475000.0
2021,TJK,9657000.0
2022,TJK,9836000.0
2023,TJK,10013000.0
2024,TJK,10188000.0
2025,TJK,10360000.0
1995,TKM,4358000.0
1996,TKM,4441000.0
1997,TKM,4512000.0
1998,TKM,4574000.0
1999,TKM,4630000.0
2000,TKM,4684000.0
2001,TKM,4736000.0
2002,TKM,4787000.0
2003,TKM,4837000.0
2004,TKM,4887000.0
2005,TKM,4940000.0
2006,TKM,4996000.0
2007,TKM,5055000.0
2008,TKM,5117000.0
2009,TKM,5181000.0
2010,TKM,5268000.0
2011,TKM,5361000.0
2012,TKM,5459000.0
2013,TKM,5560000.0
2014,TKM,5663000.0
2015,TKM,5766000.0
2016,TKM,5869000.0
2017,TKM,5968000.0
2018,TKM,6065000.0
2019,TKM,6158000.0
2020,TKM,6250000.0
2021,TKM,6342000.0
2022,TKM,6431000.0
2023,TKM,6516000.0
2024,TKM,6598000.0
2025,TKM,6677000.0
1999,TLS,835000.0
2000,TLS,745000.0
2001,TLS,812000.0
2002,TLS,879000.0
2003,TLS,917000.0
2004,TLS,929000.0
2005,TLS,948000.0
2006,TLS,977000.0
2007,TLS,1005000.0
2008,TLS,1032000.0
2009,TLS,1059000.0
2010,TLS,1085000.0
2011,TLS,1110000.0
2012,TLS,1135000.0
2013,TLS,1159000.0
2014,TLS,1182000.0
2015,TLS,1205000.0
2016,TLS,1228000.0
2017,TLS,1252000.0
2018,TLS,1276000.0
2019,TLS,1301000.0
2020,TLS,1326000.0
2021,TLS,1350000.0
2022,TLS,1369000.0
2023,TLS,1384000.0
2024,TLS,1401000.0
2025,TLS,1419000.0
1995,TON,97000.0
1996,TON,98000.0
1997,TON,98000.0
1998,TON,98000.0
1999,TON,99000.0
2000,TON,99000.0
2001,TON,100000.0
2002,TON,100000.0
2003,TON,100000.0
2004,TON,101000.0
2005,TON,101000.0
2006,TON,102000.0
2007,TON,102000.0
2008,TON,102000.0
2009,TON,103000.0
2010,TON,103000.0
2011,TON,103000.0
2012,TON,103000.0
2013,TON,102000.0
2014,TON,102000.0
2015,TON,101000.0
2016,TON,101000.0
2017,TON,101000.0
2018,TON,100000.0
2019,TON,100000.0
2020,TON,100000.0
2021,TON,100000.0
2022,TON,100000.0
2023,TON,100000.0
2024,TON,99000.0
2025,TON,99000.0
1995,TTO,1254000.0
1996,TTO,1258000.0
1997,TTO,1260000.0
1998,TTO,1262000.0
1999,TTO,1264000.0
2000,TTO,1267000.0
2001,TTO,1272000.0
2002,TTO,1277000.0
2003,TTO,1284000.0
2004,TTO,1290000.0
2005,TTO,1296000.0
2006,TTO,1303000.0
2007,TTO,1308000.0
2008,TTO,1314000.0
2009,TTO,1321000.0
2010,TTO,1328000.0
2011,TTO,1336000.0
2012,TTO,1345000.0
2013,TTO,1354000.0
2014,TTO,1362000.0
2015,TTO,1370000.0
2016,TTO,1378000.0
2017,TTO,1384000.0
2018,TTO,1390000.0
2019,TTO,1395000.0
2020,TTO,1399000.0
2021,TTO,1407000.0
2022,TTO,1414000.0
2023,TTO,1421000.0
2024,TTO,1428000.0
2025,TTO,1435000.0
1995,TUN,9114000.0
1996,TUN,9256000.0
1997,TUN,9384000.0
1998,TUN,9499000.0
1999,TUN,9604000.0
2000,TUN,9699000.0
2001,TUN,9786000.0
2002,TUN,9864000.0
2003,TUN,9940000.0
2004,TUN,10018000.0
2005,TUN,10102000.0
2006,TUN,10196000.0
2007,TUN,10298000.0
2008,TUN,10407000.0
2009,TUN,10522000.0
2010,TUN,10640000.0
2011,TUN,10761000.0
2012,TUN,10887000.0
2013,TUN,11015000.0
2014,TUN,11144000.0
2015,TUN,11274000.0
2016,TUN,11403000.0
2017,TUN,11532000.0
2018,TUN,11659000.0
2019,TUN,11783000.0
2020,TUN,11903000.0
2021,TUN,12019000.0
2022,TUN,12129000.0
2023,TUN,12235000.0
2024,TUN,12336000.0
2025,TUN,12432000.0
1995,TUR,59756000.0
1996,TUR,60671000.0
1997,TUR,61582000.0
1998,TUR,62464000.0
1999,TUR,63364000.0
2000,TUR,64269000.0
2001,TUR,65166000.0
2002,TUR,66003000.0
2003,TUR,66795000.0
2004,TUR,67599000.0
2005,TUR,68435000.0
2006,TUR,69295000.0
2007,TUR,70158000.0
2008,TUR,71052000.0
2009,TUR,72039000.0
2010,TUR,73142000.0
2011,TUR,74224000.0
2012,TUR,75176000.0
2013,TUR,76148000.0
2014,TUR,77182000.0
2015,TUR,78218000.0
2016,TUR,79278000.0
2017,TUR,80313000.0
2018,TUR,81407000.0
2019,TUR,82579000.0
2020,TUR,83385000.0
2021,TUR,84147000.0
2022,TUR,84980000.0
2023,TUR,85326000.0
2024,TUR,85519000.0
2025,TUR,86026000.0
2002,TUV,10000.0
2003,TUV,9000.0
2004,TUV,10000.0
2005,TUV,10000.0
2006,TUV,10000.0
2007,TUV,10000.0
2008,TUV,10000.0
2009,TUV,10000.0
2010,TUV,10000.0
2011,TUV,11000.0
2012,TUV,11000.0
2013,TUV,11000.0
2014,TUV,11000.0
2015,TUV,11000.0
2016,TUV,11000.0
2017,TUV,11000.0
2018,TUV,11000.0
2019,TUV,10000.0
2020,TUV,10000.0
2021,TUV,10000.0
2022,TUV,11000.0
2023,TUV,10000.0
2024,TUV,10000.0
2025,TUV,10000.0
1995,TWN,21357000.0
1996,TWN,21525000.0
1997,TWN,21743000.0
1998,TWN,21929000.0
1999,TWN,22092000.0
2000,TWN,22277000.0
2001,TWN,22406000.0
2002,TWN,22521000.0
2003,TWN,22605000.0
2004,TWN,22689000.0
2005,TWN,22770000.0
2006,TWN,22877000.0
2007,TWN,22958000.0
2008,TWN,23037000.0
2009,TWN,23120000.0
2010,TWN,23162000.0
2011,TWN,23225000.0
2012,TWN,23316000.0
2013,TWN,23374000.0
2014,TWN,23434000.0
2015,TWN,23492000.0
2016,TWN,23540000.0
2017,TWN,23571000.0
2018,TWN,23589000.0
2019,TWN,23603000.0
2020,TWN,23561000.0
2021,TWN,23375000.0
2022,TWN,23265000.0
2023,TWN,23420000.0
2024,TWN,23400000.0
2025,TWN,23380000.0
1995,TZA,28829000.0
1996,TZA,29603000.0
1997,TZA,30330000.0
1998,TZA,31014000.0
1999,TZA,31751000.0
2000,TZA,32544000.0
2001,TZA,33406000.0
2002,TZA,34328000.0
2003,TZA,35302000.0
2004,TZA,36314000.0
2005,TZA,37354000.0
2006,TZA,38421000.0
2007,TZA,39522000.0
2008,TZA,40640000.0
2009,TZA,41824000.0
2010,TZA,43060000.0
2011,TZA,44348000.0
2012,TZA,45688000.0
2013,TZA,47076000.0
2014,TZA,48511000.0
2015,TZA,49989000.0
2016,TZA,51510000.0
2017,TZA,53074000.0
2018,TZA,54680000.0
2019,TZA,56322000.0
2020,TZA,58001000.0
2021,TZA,59730000.0
2022,TZA,61510000.0
2023,TZA,63343000.0
2024,TZA,65231000.0
2025,TZA,67175000.0
1995,UGA,18595000.0
1996,UGA,19214000.0
1997,UGA,19832000.0
1998,UGA,20450000.0
1999,UGA,21113000.0
2000,UGA,21820000.0
2001,UGA,22526000.0
2002,UGA,23277000.0
2003,UGA,24116000.0
2004,UGA,24956000.0
2005,UGA,25795000.0
2006,UGA,26678000.0
2007,UGA,27606000.0
2008,UGA,28578000.0
2009,UGA,29549000.0
2010,UGA,30521000.0
2011,UGA,31537000.0
2012,UGA,32548000.0
2013,UGA,33510000.0
2014,UGA,34477000.0
2015,UGA,35492000.0
2016,UGA,36561000.0
2017,UGA,37674000.0
2018,UGA,38823000.0
2019,UGA,39823000.0
2020,UGA,41222000.0
2021,UGA,42460000.0
2022,UGA,43799000.0
2023,UGA,45222000.0
2024,UGA,46623000.0
2025,UGA,48022000.0
1995,UKR,50874000.0
1996,UKR,50400000.0
1997,UKR,49974000.0
1998,UKR,49545000.0
